,Date,High,Low,Open,Close,Volume,Adj Close
36,2/23/2000,1370.109985,1342.439941,1352.170044,1360.689941,993700000,1360.689941
37,2/24/2000,1364.800049,1329.880005,1360.689941,1353.430054,1215000000,1353.430054
38,2/25/2000,1362.140015,1329.150024,1353.430054,1333.359985,1065200000,1333.359985
39,2/28/2000,1360.819946,1325.069946,1333.359985,1348.050049,1026500000,1348.050049
40,2/29/2000,1369.630005,1348.050049,1348.050049,1366.420044,1204300000,1366.420044
41,3/1/2000,1383.459961,1366.420044,1366.420044,1379.189941,1274100000,1379.189941
42,3/2/2000,1386.560059,1370.349976,1379.189941,1381.76001,1198600000,1381.76001
43,3/3/2000,1410.880005,1381.76001,1381.76001,1409.170044,1150300000,1409.170044
44,3/6/2000,1409.73999,1384.75,1409.170044,1391.280029,1029000000,1391.280029
45,3/7/2000,1399.209961,1349.98999,1391.280029,1355.619995,1314100000,1355.619995
46,3/8/2000,1373.790039,1346.619995,1355.619995,1366.699951,1203000000,1366.699951
47,3/9/2000,1401.819946,1357.880005,1366.699951,1401.689941,1123000000,1401.689941
48,3/10/2000,1413.459961,1392.069946,1401.689941,1395.069946,1138800000,1395.069946
49,3/13/2000,1398.390015,1364.839966,1395.069946,1383.619995,1016100000,1383.619995
50,3/14/2000,1395.150024,1359.150024,1383.619995,1359.150024,1094000000,1359.150024
51,3/15/2000,1397.98999,1356.98999,1359.150024,1392.140015,1302800000,1392.140015
52,3/16/2000,1458.469971,1392.150024,1392.150024,1458.469971,1482300000,1458.469971
53,3/17/2000,1477.329956,1453.319946,1458.469971,1464.469971,1295100000,1464.469971
54,3/20/2000,1470.300049,1448.48999,1464.469971,1456.630005,920800000,1456.630005
55,3/21/2000,1493.920044,1446.060059,1456.630005,1493.869995,1065900000,1493.869995
56,3/22/2000,1505.079956,1487.329956,1493.869995,1500.640015,1075000000,1500.640015
57,3/23/2000,1532.5,1492.390015,1500.640015,1527.349976,1078300000,1527.349976
58,3/24/2000,1552.869995,1516.829956,1527.349976,1527.459961,1052200000,1527.459961
59,3/27/2000,1534.630005,1518.459961,1527.459961,1523.859985,901000000,1523.859985
60,3/28/2000,1527.359985,1507.089966,1523.859985,1507.72998,959100000,1507.72998
61,3/29/2000,1521.449951,1497.449951,1507.72998,1508.52002,1061900000,1508.52002
62,3/30/2000,1517.380005,1474.630005,1508.52002,1487.920044,1193400000,1487.920044
63,3/31/2000,1519.810059,1484.380005,1487.920044,1498.579956,1227400000,1498.579956
64,4/3/2000,1507.189941,1486.959961,1498.579956,1505.969971,1021700000,1505.969971
65,4/4/2000,1526.449951,1416.410034,1505.97998,1494.72998,1515460000,1494.72998
66,4/5/2000,1506.550049,1478.050049,1494.72998,1487.369995,1110300000,1487.369995
67,4/6/2000,1511.76001,1487.369995,1487.369995,1501.339966,1008000000,1501.339966
68,4/7/2000,1518.680054,1501.339966,1501.339966,1516.349976,891600000,1516.349976
69,4/10/2000,1527.189941,1503.349976,1516.349976,1504.459961,853700000,1504.459961
70,4/11/2000,1512.800049,1486.780029,1504.459961,1500.589966,971400000,1500.589966
71,4/12/2000,1509.079956,1466.150024,1500.589966,1467.170044,1175900000,1467.170044
72,4/13/2000,1477.52002,1439.339966,1467.170044,1440.51001,1032000000,1440.51001
73,4/14/2000,1440.51001,1339.400024,1440.51001,1356.560059,1279700000,1356.560059
74,4/17/2000,1401.530029,1346.5,1356.560059,1401.439941,1204700000,1401.439941
75,4/18/2000,1441.609985,1397.810059,1401.439941,1441.609985,1109400000,1441.609985
76,4/19/2000,1447.689941,1424.26001,1441.609985,1427.469971,1001400000,1427.469971
77,4/20/2000,1435.48999,1422.079956,1427.469971,1434.540039,896200000,1434.540039
78,4/24/2000,1434.540039,1407.130005,1434.540039,1429.859985,868700000,1429.859985
79,4/25/2000,1477.670044,1429.859985,1429.859985,1477.439941,1071100000,1477.439941
80,4/26/2000,1482.939941,1456.97998,1477.439941,1460.98999,999600000,1460.98999
81,4/27/2000,1469.209961,1434.810059,1460.98999,1464.920044,1111000000,1464.920044
82,4/28/2000,1473.619995,1448.150024,1464.920044,1452.430054,984600000,1452.430054
83,5/1/2000,1481.51001,1452.430054,1452.430054,1468.25,966300000,1468.25
84,5/2/2000,1468.25,1445.219971,1468.25,1446.290039,1011500000,1446.290039
85,5/3/2000,1446.290039,1398.359985,1446.290039,1415.099976,991600000,1415.099976
86,5/4/2000,1420.98999,1404.939941,1415.099976,1409.569946,925800000,1409.569946
87,5/5/2000,1436.030029,1405.079956,1409.569946,1432.630005,805500000,1432.630005
88,5/8/2000,1432.630005,1417.050049,1432.630005,1424.170044,787600000,1424.170044
89,5/9/2000,1430.280029,1401.849976,1424.170044,1412.140015,896600000,1412.140015
90,5/10/2000,1412.140015,1375.140015,1412.140015,1383.050049,1006400000,1383.050049
91,5/11/2000,1410.26001,1383.050049,1383.050049,1407.810059,953600000,1407.810059
92,5/12/2000,1430.130005,1407.810059,1407.810059,1420.959961,858200000,1420.959961
93,5/15/2000,1452.390015,1416.540039,1420.959961,1452.359985,854600000,1452.359985
94,5/16/2000,1470.400024,1450.76001,1452.359985,1466.040039,955500000,1466.040039
95,5/17/2000,1466.040039,1441.670044,1466.040039,1447.800049,820500000,1447.800049
96,5/18/2000,1458.040039,1436.589966,1447.800049,1437.209961,807900000,1437.209961
97,5/19/2000,1437.209961,1401.73999,1437.209961,1406.949951,853700000,1406.949951
98,5/22/2000,1410.550049,1368.72998,1406.949951,1400.719971,869000000,1400.719971
99,5/23/2000,1403.77002,1373.430054,1400.719971,1373.859985,869900000,1373.859985
100,5/24/2000,1401.75,1361.089966,1373.859985,1399.050049,1152300000,1399.050049
101,5/25/2000,1411.650024,1373.930054,1399.050049,1381.52002,984500000,1381.52002
102,5/26/2000,1391.420044,1369.75,1381.52002,1378.02002,722600000,1378.02002
103,5/30/2000,1422.449951,1378.02002,1378.02002,1422.449951,844200000,1422.449951
104,5/31/2000,1434.48999,1415.5,1422.439941,1420.599976,960500000,1420.599976
105,6/1/2000,1448.810059,1420.599976,1420.599976,1448.810059,960100000,1448.810059
106,6/2/2000,1483.22998,1448.810059,1448.810059,1477.26001,1162400000,1477.26001
107,6/5/2000,1477.280029,1464.680054,1477.26001,1467.630005,838600000,1467.630005
108,6/6/2000,1471.359985,1454.73999,1467.630005,1457.839966,950100000,1457.839966
109,6/7/2000,1474.640015,1455.060059,1457.839966,1471.359985,854600000,1471.359985
110,6/8/2000,1475.650024,1456.48999,1471.359985,1461.670044,854300000,1461.670044
111,6/9/2000,1472.670044,1454.959961,1461.670044,1456.949951,786000000,1456.949951
112,6/12/2000,1462.930054,1445.98999,1456.949951,1446,774100000,1446
113,6/13/2000,1470.420044,1442.380005,1446,1469.439941,935900000,1469.439941
114,6/14/2000,1483.619995,1467.709961,1469.439941,1470.540039,929700000,1470.540039
115,6/15/2000,1482.040039,1464.619995,1470.540039,1478.72998,1011400000,1478.72998
116,6/16/2000,1480.77002,1460.420044,1478.72998,1464.459961,1250800000,1464.459961
117,6/19/2000,1488.930054,1459.050049,1464.459961,1486,921700000,1486
118,6/20/2000,1487.319946,1470.180054,1486,1475.949951,1031500000,1475.949951
119,6/21/2000,1482.189941,1468,1475.949951,1479.130005,1009600000,1479.130005
120,6/22/2000,1479.130005,1448.030029,1479.130005,1452.180054,1022700000,1452.180054
121,6/23/2000,1459.939941,1438.310059,1452.180054,1441.47998,847600000,1441.47998
122,6/26/2000,1459.660034,1441.47998,1441.47998,1455.310059,889000000,1455.310059
123,6/27/2000,1463.349976,1450.550049,1455.310059,1450.550049,1042500000,1450.550049
124,6/28/2000,1467.630005,1450.550049,1450.550049,1454.819946,1095100000,1454.819946
125,6/29/2000,1455.140015,1434.630005,1454.819946,1442.390015,1110900000,1442.390015
126,6/30/2000,1454.680054,1438.709961,1442.390015,1454.599976,1459700000,1454.599976
127,7/3/2000,1469.579956,1450.849976,1454.599976,1469.540039,451900000,1469.540039
128,7/5/2000,1469.540039,1442.449951,1469.540039,1446.22998,1019300000,1446.22998
129,7/6/2000,1461.650024,1439.560059,1446.22998,1456.670044,947300000,1456.670044
130,7/7/2000,1484.119995,1456.670044,1456.670044,1478.900024,931700000,1478.900024
131,7/10/2000,1486.560059,1474.76001,1478.900024,1475.619995,838700000,1475.619995
132,7/11/2000,1488.77002,1470.47998,1475.619995,1480.880005,980500000,1480.880005
133,7/12/2000,1497.689941,1480.880005,1480.880005,1492.920044,1001200000,1492.920044
134,7/13/2000,1501.390015,1489.650024,1492.920044,1495.839966,1026800000,1495.839966
135,7/14/2000,1509.98999,1494.560059,1495.839966,1509.97998,960600000,1509.97998
136,7/17/2000,1517.319946,1505.26001,1509.97998,1510.48999,906000000,1510.48999
137,7/18/2000,1510.48999,1491.349976,1510.48999,1493.73999,908300000,1493.73999
138,7/19/2000,1495.630005,1479.920044,1493.73999,1481.959961,909400000,1481.959961
139,7/20/2000,1501.920044,1481.959961,1481.959961,1495.569946,1064600000,1495.569946
140,7/21/2000,1495.569946,1477.910034,1495.569946,1480.189941,968300000,1480.189941
141,7/24/2000,1485.880005,1463.800049,1480.189941,1464.290039,880300000,1464.290039
142,7/25/2000,1476.22998,1464.290039,1464.290039,1474.469971,969400000,1474.469971
143,7/26/2000,1474.469971,1452.420044,1474.469971,1452.420044,1235800000,1452.420044
144,7/27/2000,1464.910034,1445.329956,1452.420044,1449.619995,1156400000,1449.619995
145,7/28/2000,1456.680054,1413.890015,1449.619995,1419.890015,980000000,1419.890015
146,7/31/2000,1437.650024,1418.709961,1419.890015,1430.829956,952600000,1430.829956
147,8/1/2000,1443.540039,1428.959961,1430.829956,1438.099976,938700000,1438.099976
148,8/2/2000,1451.589966,1433.48999,1438.099976,1438.699951,994500000,1438.699951
149,8/3/2000,1454.189941,1425.430054,1438.699951,1452.560059,1095600000,1452.560059
150,8/4/2000,1462.930054,1451.310059,1452.560059,1462.930054,956000000,1462.930054
151,8/7/2000,1480.800049,1460.719971,1462.930054,1479.319946,854800000,1479.319946
152,8/8/2000,1484.52002,1472.609985,1479.319946,1482.800049,992200000,1482.800049
153,8/9/2000,1490.329956,1471.160034,1482.800049,1472.869995,1054000000,1472.869995
154,8/10/2000,1475.150024,1459.890015,1472.869995,1460.25,940800000,1460.25
155,8/11/2000,1475.719971,1453.060059,1460.25,1471.839966,835500000,1471.839966
156,8/14/2000,1491.640015,1468.560059,1471.839966,1491.560059,783800000,1491.560059
157,8/15/2000,1493.119995,1482.73999,1491.560059,1484.430054,895900000,1484.430054
158,8/16/2000,1496.089966,1475.73999,1484.430054,1479.849976,929800000,1479.849976
159,8/17/2000,1499.319946,1479.849976,1479.849976,1496.069946,922400000,1496.069946
160,8/18/2000,1499.469971,1488.98999,1496.069946,1491.719971,821400000,1491.719971
161,8/21/2000,1502.839966,1491.130005,1491.719971,1499.47998,731600000,1499.47998
162,8/22/2000,1508.449951,1497.420044,1499.47998,1498.130005,818800000,1498.130005
163,8/23/2000,1507.199951,1489.52002,1498.130005,1505.969971,871000000,1505.969971
164,8/24/2000,1511.160034,1501.25,1505.969971,1508.310059,837100000,1508.310059
165,8/25/2000,1513.469971,1505.089966,1508.310059,1506.449951,685600000,1506.449951
166,8/28/2000,1523.949951,1506.449951,1506.449951,1514.089966,733600000,1514.089966
167,8/29/2000,1514.810059,1505.459961,1514.089966,1509.839966,795600000,1509.839966
168,8/30/2000,1510.48999,1500.089966,1509.839966,1502.589966,818400000,1502.589966
169,8/31/2000,1525.209961,1502.589966,1502.589966,1517.680054,1056600000,1517.680054
170,9/1/2000,1530.089966,1515.530029,1517.680054,1520.77002,767700000,1520.77002
171,9/5/2000,1520.77002,1504.209961,1520.77002,1507.079956,838500000,1507.079956
172,9/6/2000,1512.609985,1492.119995,1507.079956,1492.25,995100000,1492.25
173,9/7/2000,1505.339966,1492.25,1492.25,1502.51001,985500000,1502.51001
174,9/8/2000,1502.51001,1489.880005,1502.51001,1494.5,961000000,1494.5
175,9/11/2000,1506.76001,1483.01001,1494.5,1489.26001,899300000,1489.26001
176,9/12/2000,1496.930054,1479.670044,1489.26001,1481.98999,991200000,1481.98999
177,9/13/2000,1487.449951,1473.609985,1481.98999,1484.910034,1068300000,1484.910034
178,9/14/2000,1494.160034,1476.72998,1484.910034,1480.869995,1014000000,1480.869995
179,9/15/2000,1480.959961,1460.219971,1480.869995,1465.810059,1268400000,1465.810059
180,9/18/2000,1467.77002,1441.920044,1465.810059,1444.51001,962500000,1444.51001
181,9/19/2000,1461.160034,1444.51001,1444.51001,1459.900024,1024900000,1459.900024
182,9/20/2000,1460.48999,1430.949951,1459.900024,1451.339966,1104000000,1451.339966
183,9/21/2000,1452.77002,1436.300049,1451.339966,1449.050049,1105400000,1449.050049
184,9/22/2000,1449.050049,1421.880005,1449.050049,1448.719971,1185500000,1448.719971
185,9/25/2000,1457.420044,1435.930054,1448.719971,1439.030029,982400000,1439.030029
186,9/26/2000,1448.040039,1425.25,1439.030029,1427.209961,1106600000,1427.209961
187,9/27/2000,1437.219971,1419.439941,1427.209961,1426.569946,1174700000,1426.569946
188,9/28/2000,1461.689941,1425.780029,1426.569946,1458.290039,1206200000,1458.290039
189,9/29/2000,1458.290039,1436.290039,1458.290039,1436.51001,1197100000,1436.51001
190,10/2/2000,1445.599976,1429.829956,1436.52002,1436.22998,1051200000,1436.22998
191,10/3/2000,1454.819946,1425.280029,1436.22998,1426.459961,1098100000,1426.459961
192,10/4/2000,1439.98999,1416.310059,1426.459961,1434.319946,1167400000,1434.319946
193,10/5/2000,1444.170044,1431.800049,1434.319946,1436.280029,1176100000,1436.280029
194,10/6/2000,1443.300049,1397.060059,1436.280029,1408.98999,1150100000,1408.98999
195,10/9/2000,1409.689941,1392.47998,1408.98999,1402.030029,716600000,1402.030029
196,10/10/2000,1408.829956,1383.849976,1402.030029,1387.02002,1044000000,1387.02002
197,10/11/2000,1387.02002,1349.670044,1387.02002,1364.589966,1387500000,1364.589966
198,10/12/2000,1374.930054,1328.060059,1364.589966,1329.780029,1388600000,1329.780029
199,10/13/2000,1374.170044,1327.079956,1329.780029,1374.170044,1223900000,1374.170044
200,10/16/2000,1379.47998,1365.060059,1374.170044,1374.619995,1005400000,1374.619995
201,10/17/2000,1380.98999,1342.339966,1374.619995,1349.969971,1161500000,1349.969971
202,10/18/2000,1356.650024,1305.790039,1349.969971,1342.130005,1441700000,1342.130005
203,10/19/2000,1389.930054,1342.130005,1342.130005,1388.76001,1297900000,1388.76001
204,10/20/2000,1408.469971,1382.189941,1388.76001,1396.930054,1177400000,1396.930054
205,10/23/2000,1406.959961,1387.75,1396.930054,1395.780029,1046800000,1395.780029
206,10/24/2000,1415.640015,1388.130005,1395.780029,1398.130005,1158600000,1398.130005
207,10/25/2000,1398.130005,1362.209961,1398.130005,1364.900024,1315600000,1364.900024
208,10/26/2000,1372.719971,1337.810059,1364.900024,1364.439941,1303800000,1364.439941
209,10/27/2000,1384.569946,1364.130005,1364.439941,1379.579956,1086300000,1379.579956
210,10/30/2000,1406.359985,1376.859985,1379.579956,1398.660034,1186500000,1398.660034
211,10/31/2000,1432.219971,1398.660034,1398.660034,1429.400024,1366400000,1429.400024
212,11/1/2000,1429.599976,1410.449951,1429.400024,1421.219971,1206800000,1421.219971
213,11/2/2000,1433.400024,1421.219971,1421.219971,1428.319946,1167700000,1428.319946
214,11/3/2000,1433.209961,1420.920044,1428.319946,1426.689941,997700000,1426.689941
215,11/6/2000,1438.459961,1427.719971,1428.76001,1432.189941,930900000,1432.189941
216,11/7/2000,1436.219971,1423.26001,1432.189941,1431.869995,880900000,1431.869995
217,11/8/2000,1437.280029,1408.780029,1431.869995,1409.280029,909300000,1409.280029
218,11/9/2000,1409.280029,1369.680054,1409.280029,1400.140015,1111000000,1400.140015
219,11/10/2000,1400.140015,1365.969971,1400.140015,1365.97998,962500000,1365.97998
220,11/13/2000,1365.97998,1328.619995,1365.97998,1351.26001,1129300000,1351.26001
221,11/14/2000,1390.060059,1351.26001,1351.26001,1382.949951,1118800000,1382.949951
222,11/15/2000,1395.959961,1374.75,1382.949951,1389.810059,1066800000,1389.810059
223,11/16/2000,1394.76001,1370.390015,1389.810059,1372.319946,956300000,1372.319946
224,11/17/2000,1384.849976,1355.550049,1372.319946,1367.719971,1070400000,1367.719971
225,11/20/2000,1367.719971,1341.670044,1367.719971,1342.619995,955800000,1342.619995
226,11/21/2000,1355.869995,1333.619995,1342.619995,1347.349976,1137100000,1347.349976
227,11/22/2000,1347.349976,1321.890015,1347.349976,1322.359985,963200000,1322.359985
228,11/24/2000,1343.829956,1322.359985,1322.359985,1341.77002,404870000,1341.77002
229,11/27/2000,1362.5,1341.77002,1341.77002,1348.969971,946100000,1348.969971
230,11/28/2000,1358.810059,1334.969971,1348.969971,1336.089966,1028200000,1336.089966
231,11/29/2000,1352.380005,1329.280029,1336.089966,1341.930054,402100000,1341.930054
232,11/30/2000,1341.910034,1294.900024,1341.910034,1314.949951,1186530000,1314.949951
233,12/1/2000,1334.670044,1307.02002,1314.949951,1315.22998,1195200000,1315.22998
234,12/4/2000,1332.060059,1310.22998,1315.180054,1324.969971,1103000000,1324.969971
235,12/5/2000,1376.560059,1324.969971,1324.969971,1376.540039,900300000,1376.540039
236,12/6/2000,1376.540039,1346.150024,1376.540039,1351.459961,1399300000,1351.459961
237,12/7/2000,1353.5,1339.26001,1351.459961,1343.550049,1128000000,1343.550049
238,12/8/2000,1380.329956,1343.550049,1343.550049,1369.890015,1358300000,1369.890015
239,12/11/2000,1389.050049,1364.140015,1369.890015,1380.199951,1202400000,1380.199951
240,12/12/2000,1380.27002,1370.27002,1380.199951,1371.180054,1083400000,1371.180054
241,12/13/2000,1385.819946,1358.47998,1371.180054,1359.98999,1195100000,1359.98999
242,12/14/2000,1359.98999,1340.47998,1359.98999,1340.930054,1061300000,1340.930054
243,12/15/2000,1340.930054,1305.380005,1340.930054,1312.150024,1561100000,1312.150024
244,12/18/2000,1332.319946,1312.150024,1312.150024,1322.73999,1189900000,1322.73999
245,12/19/2000,1346.439941,1305.199951,1322.959961,1305.599976,1324900000,1305.599976
246,12/20/2000,1305.599976,1261.160034,1305.599976,1264.73999,1421600000,1264.73999
247,12/21/2000,1285.310059,1254.069946,1264.73999,1274.859985,1449900000,1274.859985
248,12/22/2000,1305.969971,1274.859985,1274.859985,1305.949951,1087100000,1305.949951
249,12/26/2000,1315.939941,1301.640015,1305.969971,1315.189941,806500000,1315.189941
250,12/27/2000,1332.030029,1310.959961,1315.189941,1328.920044,1092700000,1328.920044
251,12/28/2000,1335.930054,1325.780029,1328.920044,1334.219971,1015300000,1334.219971
252,12/29/2000,1340.099976,1317.51001,1334.219971,1320.280029,1035500000,1320.280029
253,1/2/2001,1320.280029,1276.050049,1320.280029,1283.27002,1129400000,1283.27002
254,1/3/2001,1347.76001,1274.619995,1283.27002,1347.560059,1880700000,1347.560059
255,1/4/2001,1350.23999,1329.140015,1347.560059,1333.339966,2131000000,1333.339966
256,1/5/2001,1334.77002,1294.949951,1333.339966,1298.349976,1430800000,1298.349976
257,1/8/2001,1298.349976,1276.290039,1298.349976,1295.859985,1115500000,1295.859985
258,1/9/2001,1311.719971,1295.140015,1295.859985,1300.800049,1191300000,1300.800049
259,1/10/2001,1313.76001,1287.280029,1300.800049,1313.27002,1296500000,1313.27002
260,1/11/2001,1332.189941,1309.719971,1313.27002,1326.819946,1411200000,1326.819946
261,1/12/2001,1333.209961,1311.589966,1326.819946,1318.550049,1276000000,1318.550049
262,1/16/2001,1327.810059,1313.329956,1318.319946,1326.650024,1205700000,1326.650024
263,1/17/2001,1346.920044,1325.410034,1326.650024,1329.469971,1349100000,1329.469971
264,1/18/2001,1352.709961,1327.410034,1329.890015,1347.969971,1445000000,1347.969971
265,1/19/2001,1354.550049,1336.73999,1347.969971,1342.540039,1407800000,1342.540039
266,1/22/2001,1353.619995,1333.839966,1342.540039,1342.900024,1164000000,1342.900024
267,1/23/2001,1362.900024,1339.630005,1342.900024,1360.400024,1232600000,1360.400024
268,1/24/2001,1369.75,1357.280029,1360.400024,1364.300049,1309000000,1364.300049
269,1/25/2001,1367.349976,1354.630005,1364.300049,1357.51001,1258000000,1357.51001
270,1/26/2001,1357.51001,1342.75,1357.51001,1354.949951,1098000000,1354.949951
271,1/29/2001,1365.540039,1350.359985,1354.920044,1364.170044,1053100000,1364.170044
272,1/30/2001,1375.680054,1356.199951,1364.170044,1373.72998,1149800000,1373.72998
273,1/31/2001,1383.369995,1364.660034,1373.72998,1366.01001,1295300000,1366.01001
274,2/1/2001,1373.5,1359.339966,1366.01001,1373.469971,1118800000,1373.469971
275,2/2/2001,1376.380005,1348.719971,1373.469971,1349.469971,1048400000,1349.469971
276,2/5/2001,1354.560059,1344.47998,1349.469971,1354.310059,1013000000,1354.310059
277,2/6/2001,1363.550049,1350.040039,1354.310059,1352.26001,1059600000,1352.26001
278,2/7/2001,1352.26001,1334.26001,1352.26001,1340.890015,1158300000,1340.890015
279,2/8/2001,1350.319946,1332.420044,1341.099976,1332.530029,1107200000,1332.530029
280,2/9/2001,1332.530029,1309.97998,1332.530029,1314.76001,1075500000,1314.76001
281,2/12/2001,1330.959961,1313.640015,1314.76001,1330.310059,1039100000,1330.310059
282,2/13/2001,1336.619995,1317.51001,1330.310059,1318.800049,1075200000,1318.800049
283,2/14/2001,1320.72998,1304.719971,1318.800049,1315.920044,1150300000,1315.920044
284,2/15/2001,1331.290039,1315.920044,1315.920044,1326.609985,1153700000,1326.609985
285,2/16/2001,1326.609985,1293.180054,1326.609985,1301.530029,1257200000,1301.530029
286,2/20/2001,1307.160034,1278.439941,1301.530029,1278.939941,1112200000,1278.939941
287,2/21/2001,1282.969971,1253.160034,1278.939941,1255.27002,1208500000,1255.27002
288,2/22/2001,1259.939941,1228.329956,1255.27002,1252.819946,1365900000,1252.819946
289,2/23/2001,1252.819946,1215.439941,1252.819946,1245.859985,1231300000,1245.859985
290,2/26/2001,1267.689941,1241.709961,1245.859985,1267.650024,1130800000,1267.650024
291,2/27/2001,1272.76001,1252.26001,1267.650024,1257.939941,1114100000,1257.939941
292,2/28/2001,1263.469971,1229.650024,1257.939941,1239.939941,1225300000,1239.939941
293,3/1/2001,1241.359985,1214.5,1239.939941,1241.22998,1294900000,1241.22998
294,3/2/2001,1251.01001,1219.73999,1241.22998,1234.180054,1294000000,1234.180054
295,3/5/2001,1242.550049,1234.040039,1234.180054,1241.410034,929200000,1241.410034
296,3/6/2001,1267.420044,1241.410034,1241.410034,1253.800049,1091800000,1253.800049
297,3/7/2001,1263.859985,1253.800049,1253.800049,1261.890015,1132200000,1261.890015
298,3/8/2001,1266.5,1257.599976,1261.890015,1264.73999,1114100000,1264.73999
299,3/9/2001,1264.73999,1228.420044,1264.73999,1233.420044,1085900000,1233.420044
300,3/12/2001,1233.420044,1176.780029,1233.420044,1180.160034,1229000000,1180.160034
301,3/13/2001,1197.829956,1171.5,1180.160034,1197.660034,1360900000,1197.660034
302,3/14/2001,1197.660034,1155.349976,1197.660034,1166.709961,1397400000,1166.709961
303,3/15/2001,1182.040039,1166.709961,1166.709961,1173.560059,1259500000,1173.560059
304,3/16/2001,1173.560059,1148.640015,1173.560059,1150.530029,1543560000,1150.530029
305,3/19/2001,1173.5,1147.180054,1150.530029,1170.810059,1126200000,1170.810059
306,3/20/2001,1180.560059,1142.189941,1170.810059,1142.619995,1235900000,1142.619995
307,3/21/2001,1149.390015,1118.73999,1142.619995,1122.140015,1346300000,1122.140015
308,3/22/2001,1124.27002,1081.189941,1122.140015,1117.579956,1723950000,1117.579956
309,3/23/2001,1141.829956,1117.579956,1117.579956,1139.829956,1364900000,1139.829956
310,3/26/2001,1160.02002,1139.829956,1139.829956,1152.689941,1114000000,1152.689941
311,3/27/2001,1183.349976,1150.959961,1152.689941,1182.170044,1314200000,1182.170044
312,3/28/2001,1182.170044,1147.829956,1182.170044,1153.290039,1333400000,1153.290039
313,3/29/2001,1161.689941,1136.26001,1153.290039,1147.949951,1234500000,1147.949951
314,3/30/2001,1162.800049,1143.829956,1147.949951,1160.329956,1280800000,1160.329956
315,4/2/2001,1169.51001,1137.51001,1160.329956,1145.869995,1254900000,1145.869995
316,4/3/2001,1145.869995,1100.189941,1145.869995,1106.459961,1386100000,1106.459961
317,4/4/2001,1117.5,1091.98999,1106.459961,1103.25,1425590000,1103.25
318,4/5/2001,1151.469971,1103.25,1103.25,1151.439941,1368000000,1151.439941
319,4/6/2001,1151.439941,1119.290039,1151.439941,1128.430054,1266800000,1128.430054
320,4/9/2001,1146.130005,1126.380005,1128.430054,1137.589966,1062800000,1137.589966
321,4/10/2001,1173.920044,1137.589966,1137.589966,1168.380005,1349600000,1168.380005
